Stock Index,Stock Price
AD875,177.08014
AD876,131.81216
AD877,1447.5929
AD878,368.6606
AD879,449.367
AD880,790.13153
AD881,168.44644
AD882,606.68243
AD883,1632.4401
AD884,421.81854
AD885,1019.0115
AD886,278.2188
AD887,603.6979
AD888,527.2389
AD889,486.5905
AD890,444.67014
AD891,303.35983
AD892,679.7862
AD893,660.3596
AD894,583.96606
AD895,1105.17
AD896,612.6964
AD897,832.354
AD898,250.99478
AD899,1055.6145
AD900,469.40967
AD901,199.06155
AD902,449.36557
AD903,414.01923
AD904,164.01614
AD905,1403.6624
AD906,1038.5442
AD907,799.14545
AD908,1470.3608
AD909,242.50714
AD910,358.01767
AD911,488.22458
AD912,457.8089
AD913,1355.9124
AD914,918.79865
AD915,688.0913
AD916,94.29728
AD917,318.41638
AD918,245.65414
AD919,666.64874
AD920,336.59164
AD921,100.791145
AD922,872.83044
AD923,1199.0199
AD924,891.448
AD925,64.03794
AD926,652.7016
AD927,458.48727
AD928,98.07224
AD929,416.64786
AD930,894.7243
AD931,484.12744
AD932,881.1022
AD933,1115.7152
AD934,193.08044
AD935,1237.1406
AD936,1400.9131
AD937,280.69638
AD938,157.98935
AD939,508.37708
AD940,639.3285
AD941,1073.7618
AD942,207.88416
AD943,586.62115
AD944,191.78882
AD945,255.34503
AD946,233.4664
AD947,1356.2728
AD948,424.26038
AD949,354.4212
AD950,9.816962
AD951,168.63394
AD952,312.64142
AD953,1303.8271
AD954,101.436165
AD955,220.72064
AD956,539.56714
AD957,1402.8292
AD958,293.21948
AD959,294.94586
AD960,1427.5452
AD961,832.6881
AD962,430.73416
AD963,628.8698
AD964,482.1515
AD965,627.9399
AD966,797.1875
AD967,1138.2102
AD968,385.271
AD969,514.2046
AD970,283.60193
AD971,334.64072
AD972,198.87671
AD973,917.3047
AD974,390.95993
AD975,180.62088
AD976,277.21652
AD977,228.81433
AD978,384.05466
AD979,181.33911
AD980,132.89233
AD981,564.76965
AD982,474.27493
AD983,289.38406
AD984,458.41122
AD985,289.48083
AD986,533.7905
AD987,191.98877
AD988,67.37867
AD989,379.308
AD990,409.85938
AD991,1153.4795
AD992,23.919989
AD993,254.35776
AD994,390.2548
AD995,170.23657
AD996,893.8634
AD997,63.397285
AD998,890.8498
AD999,1098.6642
AD1000,118.392586
AD1001,234.34955
AD1002,143.21448
AD1003,493.8339
AD1004,255.13028
AD1005,285.5951
AD1006,369.9668
AD1007,489.40536
AD1008,351.02673
AD1009,290.73618
AD1010,1206.128
AD1011,1493.8378
AD1012,259.71756
AD1013,225.1867
AD1014,528.73615
AD1015,595.7617
AD1016,955.9073
AD1017,1156.0382
AD1018,183.07553
AD1019,494.5996
AD1020,446.3717
AD1021,1711.4886
AD1022,480.3748
AD1023,1049.831
AD1024,1022.81024
AD1025,956.7023
AD1026,747.24664
AD1027,356.04187
AD1028,41.2082
AD1029,921.29065
AD1030,905.65625
AD1031,243.56909
AD1032,898.83966
AD1033,1328.9651
AD1034,692.1346
AD1035,181.634
AD1036,1290.7406
AD1037,331.26468
AD1038,1575.426
AD1039,545.21466
AD1040,409.6853
AD1041,465.83154
AD1042,1102.8783
AD1043,1325.2362
AD1044,308.81934
AD1045,959.50073
AD1046,767.3487
AD1047,809.538
AD1048,265.3998
AD1049,1448.5171
AD1050,60.046913
AD1051,346.7318
AD1052,222.65475
AD1053,196.60211
AD1054,1330.3645
AD1055,199.2576
AD1056,1185.2925
AD1057,1304.3604
AD1058,1311.3016
AD1059,549.8817
AD1060,1702.2032
AD1061,321.76547
AD1062,824.09174
AD1063,573.2438
AD1064,446.50906
AD1065,736.2405
AD1066,1509.872
AD1067,803.2841
AD1068,117.8841
AD1069,469.1678
AD1070,1104.7114
AD1071,652.22144
AD1072,1146.2081
AD1073,1203.4458
AD1074,440.12918
AD1075,495.07477
AD1076,630.7032
AD1077,835.4256
AD1078,1142.2766
AD1079,1104.597
AD1080,173.90588
AD1081,498.84982
AD1082,1296.8456
AD1083,393.1612
AD1084,1626.4231
AD1085,429.64987
AD1086,533.26855
AD1087,104.77415
AD1088,692.1346
AD1089,163.05698
AD1090,1166.7986
AD1091,972.8327
AD1092,184.96216
AD1093,1595.9337
AD1094,486.46338
AD1095,133.5857
AD1096,251.4148
AD1097,302.1753
AD1098,184.09576
AD1099,825.9202
AD1100,570.89966
AD1101,960.1885
AD1102,571.9629
AD1103,559.8304
AD1104,551.22864
AD1105,594.7566
AD1106,592.0631
AD1107,555.7455
AD1108,610.7572
AD1109,567.62494
AD1110,583.2512
AD1111,562.4383
AD1112,576.8294
AD1113,547.9915
AD1114,204.38382
AD1115,371.0758
AD1116,692.1346
AD1117,584.1197
AD1118,567.34686
AD1119,562.2048
AD1120,548.0486
AD1121,556.52466
AD1122,545.1401
AD1123,588.6841
AD1124,1072.8331
AD1125,560.4845
AD1126,574.39276
AD1127,620.848
AD1128,442.82538
AD1129,573.6763
AD1130,564.9697
AD1131,552.18414
AD1132,526.95514
AD1133,555.9496
AD1134,504.2185
AD1135,565.2991
AD1136,631.3518
AD1137,560.83435
AD1138,556.7612
AD1139,565.64026
AD1140,584.6865
AD1141,561.93097
AD1142,589.1322
AD1143,561.7417
AD1144,692.1346
AD1145,606.0847
AD1146,573.7638
AD1147,604.07715
AD1148,538.6871
AD1149,422.74115
AD1150,560.8563
AD1151,602.86725
AD1152,583.344
AD1153,574.42316
AD1154,569.3056
AD1155,597.25616
AD1156,1256.8372
AD1157,555.4339
AD1158,507.5589
AD1159,692.1346
AD1160,1755.0166
AD1161,588.2812
AD1162,559.4976
AD1163,564.41473
AD1164,553.79724
AD1165,544.42096
AD1166,565.2048
AD1167,554.272
AD1168,594.74426
AD1169,542.5494
AD1170,550.97656
AD1171,592.2164
AD1172,612.04224
AD1173,-148.03833
AD1174,583.3265
AD1175,571.98224
AD1176,566.957
AD1177,574.66235
AD1178,573.8962
AD1179,585.2895
AD1180,890.1445
AD1181,565.3886
AD1182,551.83716
AD1183,559.826
AD1184,554.02014
AD1185,497.5075
AD1186,602.0064
AD1187,499.4157
AD1188,620.2001
AD1189,572.7224
AD1190,571.62134
AD1191,869.2702
AD1192,375.10437
AD1193,624.0694
AD1194,578.7203
AD1195,1017.6824
AD1196,582.44305
AD1197,617.1567
AD1198,434.88562
AD1199,1144.9493
AD1200,547.9585
AD1201,554.4729
AD1202,572.85095
AD1203,581.10126
AD1204,558.6421
AD1205,568.0936
AD1206,738.1583
AD1207,-145.388
AD1208,143.0155
AD1209,542.89307
AD1210,563.0992
AD1211,560.55865
AD1212,548.90607
AD1213,588.89594
AD1214,572.8239
AD1215,562.22815
AD1216,566.3521
AD1217,568.52875
AD1218,574.32385
AD1219,555.54126
AD1220,438.28015
AD1221,692.1346
AD1222,692.1346
AD1223,465.4632
AD1224,565.34485
AD1225,558.5426
AD1226,938.1516
AD1227,576.37524
AD1228,853.6602
AD1229,577.62354
AD1230,608.5616
AD1231,818.3664
AD1232,578.93726
AD1233,583.7742
AD1234,587.5479
AD1235,565.49725
AD1236,559.14496
AD1237,609.9273
AD1238,550.07825
AD1239,413.85864
AD1240,606.38306
AD1241,542.99695
AD1242,551.697
AD1243,-50.096855
AD1244,1529.8116
AD1245,373.79068
AD1246,619.5226
AD1247,584.05597
AD1248,154.92352
AD1249,578.5951
AD1250,1683.1254
AD1251,584.3922
AD1252,506.18875
AD1253,1193.7504
AD1254,1051.8129
AD1255,571.27594
AD1256,387.828
AD1257,809.5227
AD1258,614.20984
AD1259,1220.882
AD1260,585.56024
AD1261,678.98645
AD1262,552.1001
AD1263,559.7101
AD1264,563.48175
AD1265,1010.57275
AD1266,552.0458
AD1267,552.4102
AD1268,569.43726
AD1269,790.2012
AD1270,547.0609
AD1271,578.23694
AD1272,244.1373
AD1273,568.3885
AD1274,549.35504
AD1275,573.8125
AD1276,539.1781
AD1277,577.25934
AD1278,570.40015
AD1279,576.93787
AD1280,692.1346
AD1281,593.12506
AD1282,649.90485
AD1283,571.7382
AD1284,557.0855
AD1285,567.18604
AD1286,504.61758
AD1287,594.223
AD1288,544.18665
AD1289,570.4189
AD1290,561.2494
AD1291,704.11615
AD1292,306.29193
AD1293,628.7939
AD1294,588.3469
AD1295,692.1346
AD1296,566.50555
AD1297,569.0295
AD1298,574.1396
AD1299,553.7927
AD1300,550.9467
AD1301,537.27356
AD1302,643.7643
AD1303,573.8238
AD1304,547.24164
AD1305,554.0034
AD1306,550.8916
AD1307,582.3179
AD1308,557.5519
AD1309,550.33746
AD1310,676.2605
AD1311,555.1671
AD1312,563.2994
AD1313,549.8299
AD1314,631.1757
AD1315,568.21344
AD1316,601.57733
AD1317,578.4142
AD1318,568.21796
AD1319,562.852
AD1320,584.7801
AD1321,587.3795
AD1322,1058.7985
AD1323,570.1516
AD1324,582.9785
AD1325,566.1856
AD1326,553.62177
AD1327,581.4762
AD1328,577.40826
AD1329,871.1286
AD1330,972.9569
AD1331,549.20416
AD1332,639.8107
AD1333,575.0173
AD1334,845.8374
AD1335,581.3287
AD1336,157.06616
AD1337,111.62553
AD1338,128.7539
AD1339,414.54062
AD1340,465.58527
AD1341,517.82196
AD1342,415.20892
AD1343,542.53546
AD1344,321.59317
AD1345,1313.1426
AD1346,1498.6482
AD1347,835.62933
AD1348,215.1437
AD1349,478.33597
AD1350,651.9657
AD1351,260.4291
AD1352,447.48633
AD1353,390.22714
AD1354,83.79209
AD1355,481.45374
AD1356,147.8779
AD1357,134.5234
AD1358,77.85407
AD1359,547.7648
AD1360,180.74384
AD1361,280.24326
AD1362,452.08508
AD1363,451.93604
AD1364,232.04285
AD1365,676.13763
AD1366,329.73373
AD1367,575.6083
AD1368,1011.7524
AD1369,333.00058
AD1370,934.0411
AD1371,407.4482
AD1372,167.98102
AD1373,688.45856
AD1374,152.02335
AD1375,1064.4799
AD1376,450.97656
AD1377,1187.1963
AD1378,1200.3193
AD1379,412.88397
AD1380,165.30789
AD1381,465.74872
AD1382,156.67606
AD1383,335.95404
AD1384,1137.2129
AD1385,84.844154
AD1386,1823.1508
AD1387,383.88275
AD1388,362.05838
AD1389,640.43896
AD1390,538.95184
AD1391,774.71063
AD1392,519.6367
AD1393,1925.8811
AD1394,515.4706
AD1395,1472.0219
AD1396,287.41882
AD1397,249.62799
AD1398,126.82581
AD1399,739.01135
AD1400,1538.9131
AD1401,1138.5405
AD1402,390.2813
AD1403,883.5992
AD1404,155.111
AD1405,1352.0842
AD1406,300.96054
AD1407,166.70355
AD1408,669.6788
AD1409,1487.7786
AD1410,361.28806
AD1411,181.86703
AD1412,761.3701
AD1413,148.35501
AD1414,130.75009
AD1415,181.13342
AD1416,954.7493
AD1417,351.4926
AD1418,1452.8451
AD1419,186.12527
AD1420,362.6561
AD1421,176.95743
AD1422,389.6579
AD1423,871.50635
AD1424,145.9711
AD1425,854.78827
AD1426,686.5339
AD1427,409.58875
AD1428,81.48438
AD1429,1342.9694
AD1430,1352.3529
AD1431,1107.6847
AD1432,324.19632
AD1433,1687.2797
AD1434,160.20844
AD1435,999.08295
AD1436,373.70877
AD1437,-588.5391
AD1438,386.7353
AD1439,332.76053
AD1440,73.88441
AD1441,554.6183
AD1442,629.61926
AD1443,568.0205
AD1444,206.71396
AD1445,1881.3113
AD1446,384.0334
AD1447,1442.3223
AD1448,314.7415
AD1449,215.3135
AD1450,85.903206
AD1451,245.17465
AD1452,458.1877
AD1453,211.85818
AD1454,1600.5455
AD1455,692.1346
AD1456,218.12335
AD1457,334.87296
AD1458,366.6817
AD1459,216.14221
AD1460,342.9192
AD1461,1536.2053
AD1462,379.48392
AD1463,174.84683
AD1464,886.8796
AD1465,109.60224
AD1466,88.62821
AD1467,164.44455
AD1468,89.49854
AD1469,585.62976
AD1470,545.0218
AD1471,337.36212
AD1472,424.12357
AD1473,46.79859
AD1474,864.80884
AD1475,584.62616
AD1476,1172.2719
AD1477,1023.37885
AD1478,366.33356
AD1479,385.41455
AD1480,1037.1228
AD1481,326.9084
AD1482,197.25696
AD1483,284.2005
AD1484,462.6631
AD1485,160.63715
AD1486,139.86673
AD1487,586.5962
AD1488,683.9699
AD1489,92.4708
AD1490,441.9573
AD1491,325.1245
AD1492,854.6781
AD1493,1174.0039
AD1494,575.4172
AD1495,154.8977
AD1496,1406.8666
AD1497,414.58884
AD1498,125.55537
AD1499,571.5286
AD1500,613.10876
AD1501,135.21417
AD1502,1524.0989
AD1503,245.22403
AD1504,771.4185
AD1505,297.49503
AD1506,623.67633
AD1507,618.12964
AD1508,660.8157
AD1509,194.88852
AD1510,946.58386
AD1511,528.706
AD1512,469.84775
AD1513,421.0772
AD1514,1000.2064
AD1515,692.1346
AD1516,694.5283
AD1517,1757.145
AD1518,114.32505
AD1519,517.9153
AD1520,359.3697
AD1521,153.62079
AD1522,147.73123
AD1523,826.48114
AD1524,557.733
AD1525,352.95926
AD1526,275.82748
AD1527,560.3458
AD1528,966.3098
AD1529,1750.1606
AD1530,334.67105
AD1531,314.50067
AD1532,1268.6237
AD1533,466.26016
AD1534,499.72742
AD1535,574.0193
AD1536,420.11475
AD1537,1223.4124
AD1538,67.68238
AD1539,458.97052
AD1540,1340.0542
AD1541,825.47943
AD1542,233.53769
AD1543,283.5372
AD1544,98.74479
AD1545,586.50977
AD1546,919.3384
AD1547,270.3609
AD1548,95.920204
AD1549,685.5558
AD1550,646.9298
AD1551,195.5216
AD1552,173.70145
AD1553,565.78455
AD1554,373.28552
AD1555,646.2579
AD1556,107.9676
AD1557,430.2914
AD1558,898.4291
AD1559,162.1665
AD1560,472.7526
AD1561,1221.637
AD1562,1520.0079
AD1563,418.59247
AD1564,592.84033
AD1565,875.6238
AD1566,154.01086
AD1567,224.39334
AD1568,1171.8275
AD1569,42.867134
AD1570,1315.6483
AD1571,749.91547
AD1572,904.7021
AD1573,1297.544
AD1574,215.65497
AD1575,683.52106
AD1576,142.98361
AD1577,134.71631
AD1578,843.8092
AD1579,92.23792
AD1580,214.40872
AD1581,494.34875
AD1582,291.81946
AD1583,1599.3279
AD1584,387.88892
AD1585,136.31769
AD1586,225.99509
AD1587,691.007
AD1588,250.37415
AD1589,312.29633
AD1590,209.36142
AD1591,289.31534
AD1592,1102.3845
AD1593,255.28723
AD1594,349.17825
AD1595,179.7894
AD1596,376.94397
AD1597,126.024666
AD1598,419.5057
AD1599,394.0306
AD1600,155.5346
AD1601,93.33268
AD1602,239.31052
AD1603,313.5416
AD1604,103.11292
AD1605,336.7534
AD1606,1742.4939
AD1607,491.42957
AD1608,254.21234
AD1609,1276.053
AD1610,288.60175
AD1611,114.95371
AD1612,341.13605
AD1613,864.02026
AD1614,1777.5591
AD1615,1182.4421
AD1616,264.76785
AD1617,287.04977
AD1618,425.70047
AD1619,740.79944
AD1620,156.38953
AD1621,196.5163
AD1622,355.54623
AD1623,304.02454
AD1624,984.5788
AD1625,1229.9457
AD1626,235.23358
AD1627,656.47205
AD1628,376.1703
AD1629,388.25632
AD1630,271.8583
AD1631,496.34116
AD1632,250.4852
AD1633,1731.681
AD1634,238.77359
AD1635,1090.9637
AD1636,250.57394
AD1637,1197.5933
AD1638,140.65686
AD1639,318.58936
AD1640,356.01968
AD1641,413.55414
AD1642,272.2003
AD1643,800.3318
AD1644,460.24615
AD1645,547.9984
AD1646,317.47586
AD1647,348.9921
AD1648,1457.5145
AD1649,1279.716
AD1650,249.5003
AD1651,362.31232
AD1652,648.0082
AD1653,1110.3119
AD1654,73.9531
AD1655,276.10385
AD1656,75.62696
AD1657,449.2868
AD1658,151.49417
AD1659,1115.344
AD1660,897.98193
AD1661,1647.264
AD1662,412.0605
AD1663,292.85065
AD1664,160.21252
AD1665,301.79208
AD1666,199.30484
AD1667,285.46597
AD1668,68.80811
AD1669,100.929054
AD1670,882.69867
AD1671,1017.9504
AD1672,269.18967
AD1673,174.27814
AD1674,986.94403
AD1675,251.99387
AD1676,253.71033
AD1677,1376.9102
AD1678,524.30695
AD1679,307.90872
AD1680,1231.6835
AD1681,157.45099
AD1682,974.60516
AD1683,1300.7113
AD1684,549.84735
AD1685,116.76539
AD1686,765.29443
AD1687,124.6984
AD1688,774.4832
AD1689,544.16974
AD1690,1183.8025
AD1691,1549.4052
AD1692,804.0676
AD1693,350.76837
AD1694,173.80069
AD1695,218.40134
AD1696,270.23624
AD1697,827.1718
AD1698,295.9684
AD1699,108.51627
AD1700,1540.9503
AD1701,173.67255
AD1702,226.75388
AD1703,380.55173
AD1704,374.77536
AD1705,667.8639
AD1706,84.96989
AD1707,825.47766
AD1708,1142.868
AD1709,554.9379
AD1710,261.29037
AD1711,817.1141
AD1712,261.3018
AD1713,153.32599
AD1714,468.0052
AD1715,499.96423
AD1716,282.0026
AD1717,539.1526
AD1718,178.99185
AD1719,66.79731
AD1720,1084.1355
AD1721,905.7507
AD1722,610.33435
AD1723,298.5283
AD1724,288.81836
AD1725,183.2958
AD1726,87.947914
AD1727,709.84973
AD1728,1133.0536
AD1729,149.48386
AD1730,911.5756
AD1731,254.9689
AD1732,432.47302
AD1733,502.32892
AD1734,282.4151
AD1735,417.8137
AD1736,900.18274
AD1737,370.3188
AD1738,1059.8616
AD1739,25.122015
AD1740,226.6464
AD1741,141.88824
AD1742,198.24414
AD1743,31.217901
AD1744,1568.3936
AD1745,1285.9266
AD1746,838.7305
AD1747,650.5105
AD1748,1432.6699
AD1749,1250.717
AD1750,1055.273
AD1751,330.17435
AD1752,982.6387
AD1753,1652.7327
AD1754,144.7767
AD1755,93.85929
AD1756,69.866554
AD1757,1353.322
AD1758,1230.3136
AD1759,163.95386
AD1760,241.0268
AD1761,675.1109
AD1762,247.81824
AD1763,278.78336
AD1764,317.98343
AD1765,615.71136
AD1766,227.81271
AD1767,1254.6927
AD1768,902.31116
AD1769,357.90472
AD1770,489.87585
AD1771,273.4307
AD1772,460.514
AD1773,365.2326
AD1774,54.045235
AD1775,1576.2487
AD1776,1566.2493
AD1777,621.9064
AD1778,298.39014
AD1779,297.4815
AD1780,1260.1663
AD1781,886.62415
AD1782,1059.9165
AD1783,194.33109
AD1784,292.56757
AD1785,886.5067
AD1786,60.62394
AD1787,586.16614
AD1788,117.849556
AD1789,161.88489
AD1790,328.452
AD1791,1448.4058
AD1792,1252.4194
AD1793,380.63364
AD1794,74.8043
AD1795,794.95984
AD1796,201.99289
AD1797,929.61896
AD1798,111.09199
AD1799,556.83777
AD1800,54.291573
AD1801,586.29095
AD1802,1336.8855
AD1803,73.987434
AD1804,144.8638
AD1805,1358.0219
AD1806,778.49365
AD1807,247.31604
AD1808,668.84485
AD1809,150.05899
AD1810,259.3779
AD1811,867.2988
AD1812,538.77545
AD1813,510.7539
AD1814,1040.3607
AD1815,159.57578
AD1816,243.63132
AD1817,677.0453
AD1818,320.26624
AD1819,530.10516
AD1820,47.49714
AD1821,575.51215
AD1822,154.31223
AD1823,1551.3469
AD1824,1713.3252
AD1825,1667.9441
AD1826,794.6718
AD1827,1243.8284
AD1828,407.80426
AD1829,967.39484
AD1830,194.7663
AD1831,310.51163
AD1832,121.61002
AD1833,968.44183
AD1834,925.1124
AD1835,965.9973
AD1836,236.05005
AD1837,555.1142
AD1838,416.0318
AD1839,1163.7694
AD1840,431.6497
AD1841,500.89548
AD1842,340.903
AD1843,88.681526
AD1844,510.50778
AD1845,544.4557
AD1846,550.9013
AD1847,1748.8673
AD1848,1473.8481
AD1849,317.6975
AD1850,127.54908
AD1851,125.31071
AD1852,61.690926
AD1853,727.42474
AD1854,216.89227
AD1855,232.02545
AD1856,138.82266
AD1857,271.6826
AD1858,1052.1005
AD1859,770.7004
AD1860,416.46207
AD1861,1067.5609
AD1862,692.1346
AD1863,388.0595
AD1864,1182.7683
AD1865,1057.6221
AD1866,592.5144
AD1867,852.40875
AD1868,718.16376
AD1869,178.82498
AD1870,583.3165
AD1871,645.85925
AD1872,327.9322
AD1873,403.02103
AD1874,159.50381
AD1875,721.9585
AD1876,234.64383
AD1877,347.65442
AD1878,385.08557
AD1879,296.5927
AD1880,367.8536
AD1881,292.37582
AD1882,491.8857
AD1883,130.43317
AD1884,596.7317
AD1885,79.659676
AD1886,772.42535
AD1887,1436.4691
AD1888,200.3562
AD1889,107.50196
AD1890,122.70994
AD1891,1287.3304
AD1892,243.25119
AD1893,644.45764
AD1894,188.19147
AD1895,443.56454
AD1896,1021.6751
AD1897,125.48902
AD1898,244.35492
AD1899,327.85562
AD1900,773.79755
AD1901,206.22015
AD1902,1455.2787
AD1903,94.89658
AD1904,577.1587
AD1905,1176.4395
AD1906,1064.7646
AD1907,1032.5273
AD1908,811.9275
AD1909,148.4412
AD1910,1529.1265
AD1911,379.33463
AD1912,255.97635
AD1913,136.37396
AD1914,99.24714
AD1915,379.5567
AD1916,470.57697
AD1917,1718.3264
AD1918,1550.7572
AD1919,164.52899
AD1920,66.755684
AD1921,666.50323
AD1922,501.37015
AD1923,927.7177
AD1924,137.33994
AD1925,476.72363
AD1926,243.62247
AD1927,133.09033
AD1928,489.58072
AD1929,843.6234
AD1930,116.28217
AD1931,259.34314
AD1932,663.0285
AD1933,251.93939
AD1934,942.5391
AD1935,737.1839
AD1936,446.79495
AD1937,495.37494
AD1938,848.8561
AD1939,118.327
AD1940,1195.9413
AD1941,288.93655
AD1942,106.39951
AD1943,1518.6162
AD1944,400.50055
AD1945,173.19153
AD1946,1046.0942
AD1947,328.51257
AD1948,512.57776
AD1949,21.366644
AD1950,1188.2936
AD1951,772.58044
AD1952,387.11917
AD1953,403.8015
AD1954,1207.4026
AD1955,331.19754
AD1956,1305.1769
AD1957,175.53506
AD1958,84.45014
AD1959,277.19598
AD1960,430.51266
AD1961,986.3482
AD1962,50.243843
AD1963,307.77106
AD1964,213.99554
AD1965,683.2948
AD1966,1040.7213
AD1967,685.3598
AD1968,127.99723
AD1969,184.5235
AD1970,1060.3613
AD1971,93.20454
AD1972,64.696846
AD1973,166.81097
AD1974,275.74048
AD1975,160.1178
AD1976,470.7592
AD1977,1092.5057
AD1978,171.25919
AD1979,382.1478
AD1980,292.26477
AD1981,418.0065
AD1982,552.0525
AD1983,594.8258
AD1984,639.155
AD1985,720.50854
AD1986,134.56085
AD1987,816.0303
AD1988,1037.4812
AD1989,1254.8478
AD1990,648.2749
AD1991,686.88824
AD1992,725.91583
AD1993,557.7605
AD1994,331.45474
AD1995,232.45874
AD1996,363.29245
AD1997,40.48371
AD1998,1280.6975
AD1999,479.753
AD2000,90.68101
AD2001,543.02576
AD2002,286.2763
AD2003,369.03418
AD2004,235.21399
AD2005,636.8331
AD2006,123.607765
AD2007,730.8212
AD2008,252.70789
AD2009,505.25775
AD2010,540.2791
AD2011,1076.5698
AD2012,1127.6361
AD2013,809.8475
AD2014,1341.4265
AD2015,164.12778
AD2016,12.496406
AD2017,258.53848
AD2018,1684.4906
AD2019,264.20453
AD2020,403.2349
AD2021,586.9203
AD2022,760.0258
AD2023,1132.689
AD2024,513.46576
AD2025,641.6076
AD2026,968.8704
AD2027,206.82806
AD2028,161.21555
AD2029,583.43494
AD2030,127.96018
AD2031,461.93347
AD2032,629.4931
AD2033,721.75543
AD2034,748.1386
AD2035,665.132
AD2036,1436.2185
AD2037,45.95838
AD2038,620.19116
AD2039,493.2664
AD2040,99.960304
AD2041,419.60666
AD2042,537.90643
AD2043,509.51108
AD2044,96.446815
AD2045,145.6048
AD2046,248.39822
AD2047,227.526
AD2048,505.1738
AD2049,334.41675
AD2050,1239.6176
AD2051,360.42392
AD2052,251.67493
AD2053,210.63824
AD2054,436.3652
AD2055,569.39044
AD2056,351.99658
AD2057,1142.2051
AD2058,285.92642
AD2059,445.3031
AD2060,126.06165
AD2061,660.0278
AD2062,292.58206
AD2063,1333.02
AD2064,936.4666
AD2065,695.51746
AD2066,128.78928
AD2067,1270.1117
AD2068,422.57175
AD2069,450.7883
AD2070,149.62323
AD2071,1001.9089
AD2072,1318.333
AD2073,194.30707
AD2074,660.039
AD2075,864.44666
AD2076,1249.0989
AD2077,1263.1149
AD2078,198.16693
AD2079,796.3406
AD2080,495.59763
AD2081,1895.6232
AD2082,95.81318
AD2083,630.0549
AD2084,1680.9924
AD2085,385.70346
AD2086,926.525
AD2087,540.43036
AD2088,523.0596
AD2089,799.70795
AD2090,59.558083
AD2091,603.8298
AD2092,228.09323
AD2093,337.3006
AD2094,383.52518
AD2095,326.75613
AD2096,425.79877
AD2097,518.9448
AD2098,711.90955
AD2099,305.23706
AD2100,484.7399
AD2101,1319.3934
AD2102,1005.5719
AD2103,823.7439
AD2104,136.72849
AD2105,414.46597
AD2106,530.77527
AD2107,276.93716
AD2108,286.82297
AD2109,199.78421
AD2110,242.27515
AD2111,844.0924
AD2112,791.5847
AD2113,1242.7594
AD2114,30.930609
AD2115,942.79584
AD2116,956.2316
AD2117,409.96384
AD2118,426.81342
AD2119,407.9829
AD2120,170.61304
AD2121,99.83863
AD2122,757.42224
AD2123,680.7361
AD2124,1212.7812
AD2125,312.30618
AD2126,201.15048
AD2127,158.41907
AD2128,170.81
AD2129,133.90036
AD2130,271.3457
AD2131,47.10578
AD2132,73.20521
AD2133,1116.0029
AD2134,667.7966
AD2135,83.66917
AD2136,791.795
AD2137,1156.1416
AD2138,1261.4946
AD2139,511.3487
AD2140,725.00726
AD2141,791.45435
AD2142,752.22064
AD2143,845.0453
AD2144,1543.8906
AD2145,1078.4718
AD2146,470.60535
AD2147,1540.3741
AD2148,410.5136
AD2149,250.59253
AD2150,429.83228
AD2151,333.29922
AD2152,229.66342
AD2153,538.815
AD2154,1121.9358
AD2155,1022.4351
AD2156,225.49484
AD2157,126.45457
AD2158,600.3505
AD2159,673.0282
AD2160,1141.363
AD2161,436.9152
AD2162,713.79236
AD2163,97.66245
AD2164,685.60925
AD2165,114.11256
AD2166,146.77914
AD2167,1525.151
AD2168,477.01382
AD2169,1095.0393
AD2170,1279.8185
AD2171,141.0098
AD2172,837.29254
AD2173,947.383
AD2174,1048.8318
AD2175,156.72644
AD2176,602.05164
AD2177,1259.5767
AD2178,436.98694
AD2179,986.611
AD2180,946.7284
AD2181,197.1282
AD2182,96.16123
AD2183,201.82544
AD2184,658.9526
AD2185,1139.1754
AD2186,412.1535
AD2187,288.0552
AD2188,692.1346
AD2189,267.2361
AD2190,251.48386
AD2191,1740.0986
AD2192,645.3971
AD2193,131.88977
AD2194,373.7495
AD2195,370.27438
AD2196,346.43045
AD2197,377.04492
AD2198,1401.4758
AD2199,627.46375
AD2200,570.08563
AD2201,251.47675
AD2202,1096.0228
AD2203,188.11511
AD2204,304.5048
AD2205,536.7808
AD2206,229.06189
AD2207,173.36868
AD2208,328.81174
AD2209,324.4838
AD2210,303.583
AD2211,405.89484
AD2212,787.382
AD2213,475.58432
AD2214,782.0355
AD2215,244.9216
AD2216,152.75278
AD2217,649.3033
AD2218,787.3426
AD2219,696.6856
AD2220,432.12836
AD2221,429.6807
AD2222,260.3132
AD2223,528.6056
AD2224,620.95447
AD2225,234.54651
AD2226,227.0859
AD2227,330.64993
AD2228,182.73276
AD2229,333.25003
AD2230,1514.1238
AD2231,120.615944
AD2232,710.33295
AD2233,406.56845
AD2234,1517.9761
AD2235,305.82822
AD2236,198.19199
AD2237,823.34875
AD2238,255.7894
AD2239,412.7626
AD2240,224.86853
AD2241,1539.4735
AD2242,106.37183
AD2243,193.36972
AD2244,1210.308
AD2245,170.56113
AD2246,381.71756
AD2247,281.54666
AD2248,754.8708
AD2249,242.53174
AD2250,114.51093
AD2251,386.6262
AD2252,926.39185
AD2253,195.96817
AD2254,370.5028
AD2255,661.5722
AD2256,627.29346
AD2257,276.74734
AD2258,528.9854
AD2259,725.0229
AD2260,246.98892
AD2261,722.7441
AD2262,211.02798
AD2263,210.47751
AD2264,309.1556
AD2265,979.64185
AD2266,945.9856
AD2267,1608.6927
AD2268,826.1796
AD2269,164.81311
